id,prompt,model_answer
TAX-INTL-068,"Unterliegen Kapitalerträge eines beschränkt Steuerpflichtigen auch dann der beschränkten Steuerpflicht, wenn für sie eine KESt-Befreiung nach § 94 EStG 1988 besteht?","Ja, unterliegen Kapitalerträge eines Beschränkten Steuerpflichtigen auch dann der beschränkte Steuerpflicht, wenn für ihn eine KESt-Befreiung nach § 94 EStG 1988 besteht.

Der Grund dafür ist die Verordnung (EG) Nr. 207/2005 des Europäischen Parlaments und des Rates vom 30. Januar 2005 über den Schutz von Finanzinteressen und das Erreichen einer Harmonisierung in Bezug auf die Anwendung der EU-Steuer (KESt), die im Allgemeinen vorsagt, dass solche Befrei"
TAX-INTL-069,"Ein im Ausland lebender Pensionist bezieht eine österreichische Sozialversicherungspension, die auf einer früher im Inland ausgeübten oder verwerteten Tätigkeit beruht. Kann dafür beschränkte Steuerpflicht bestehen?","Ja, es kann für einen pensionierten Personen mit einem ausländischen Wohnsitz beschränkte Steuerpflicht bestehen. Hier sind einige wichtige Punkte zu beachten:

1. **Steuereinkommen**: Der pensionierte Person muss seine Einnahmen von der Sozialversicherung in Österreich genau überprüft werden.

2. **Ausländersteuer**: Wenn er nicht vollständig in Österreich lebt (z.B. wenn er nur Teilzeit in Österreich lebt), dann kann die Ausländersteuer gezahlt werden.

3. **Gesetzliche Regelungen**: Die Gesetze des Landes Österreich können spezielle Anforderungen an den Wohnort"
TAX-INTL-070,Kann ein in Portugal ansässiger Künstler mit Einkünften aus unselbständiger Arbeit in Österreich beschränkt steuerpflichtig sein?,"Ja, es ist möglich, dass ein Künstler in Portugal, der seine Einkünfte aus unselbständiger Arbeit in Österreich besitzt, steuerlich nicht steuerpflichtig ist. Hier sind einige wichtige Punkte zu berücksichtigen:

1. **Steuerpflichtigkeit**: In Österreich kann mansteuerfrei leben, wenn man keine Einkommen oder Verluste erzielt.

2. **Einkommensgrenze**: Es gibt eine Steuergrenze für den Austausch von Geld zwischen verschiedenen Ländern. Wenn Ihr Künstler im Durchschnitt 30.000 Euro pro Jahr in Österreich lebt, dann wird er möglicherweise"
TAX-INTL-071,Wann ist ein Arbeitnehmer nach dem EStG beschränkt lohnsteuerpflichtig?,"Der Arbeitslosenvertragsgesetz (EStG) setzt die Loohnahme für Arbeitnehmer in Deutschland fest, die nicht im Einkaufsverkehr beschäftigt sind. Die Beschränkung der Loohnahme gilt für allejen, die eine Arbeitslosengenehmigung oder eine Arbeitslosenzulassung erhalten haben.

Die Regelungen des EStG umfassen:

1. **Lohnsteuerpflichtigkeit**: Der Arbeitnehmer ist lohnsteuerpflichtig, wenn er mindestens 30 Tage pro Monat arbeitet.

2. **Beschränkung der Loohnahme**: Die Loohnahme wird nur bis zum"
TAX-INTL-072,"Kann bei beschränkt lohnsteuerpflichtigen Arbeitnehmern die Lohnsteuer grundsätzlich nach dem normalen Tarif berechnet werden, allerdings mit Kürzung bestimmter Absetzbeträge?","Ja, dies ist möglich. Bei beschränkten lohnsteuerpflichtigen Arbeitnehmern kann die Lohnsteuer in der Regel nach dem normalen Tarifberechnungsverfahren berechnet werden, aber mit Kürzung bestimmter Absetzbeträge.

Die Grundlage für diese Regelung liegt in § 20 Abs. 1 Satz 3 des Gesetzes über den Steuersatz (GStS). Dieser Satz legt fest, dass die Lohnsteuer nach dem normalen Tarifberechnungsverfahren berechnet wird, wenn der Arbeitgeber nicht mehr als 50% seiner Gewinne aus dem Einkommen des Arbeitgebers er"
TAX-INTL-073,Ein beschränkt steuerpflichtiger Vortragender bezieht Arbeitnehmerbezüge aus einer Tätigkeit im Sinne des § 99 Abs. 1 Z 1 EStG 1988. Kann dafür im Lohnsteuerabzug ein 20%-Satz zur Anwendung kommen?,"Ja, es ist möglich, dass der 20%-Satz zur Anwendung kommt, wenn ein beschränkter steuerpflichtiger Vortragender Arbeitnehmerbezogene Steuergelder aus einer Tätigkeit in Betracht ziehen kann.

Der 20%-Satz (oder ""Steuererklärungssatz"") wird verwendet, um die Steuererklärungen zu vereinfachen, insbesondere für Personen mit geringem Einkommen oder ohne Einkommen. Er wurde eingeführt, um den Steuerpflichtigen von der Verantwortung abzuwenden, eine vollständige Steuererklärung zu erstellen.

In diesem Fall könnte der "
TAX-INTL-074,"Dürfen Betriebsausgaben oder Werbungskosten bei der Veranlagung beschränkt Steuerpflichtiger berücksichtigt werden, wenn sie wirtschaftlich mit den steuerpflichtigen österreichischen Einkünften zusammenhängen?","Ja, Betriebsausgaben und Werbungskosten können bei der Veranlagung beschränkter Steuerpflichtige berücksichtigt werden, wenn sie wirtschaftlich mit den steuerpflichtigen österreichischen Einkünften zusammenhängen. Dies gilt insbesondere für Unternehmen, die in Österreich betrieben werden und deren Steuerpflichtige eine bestimmte Höhe von Einkommen haben.

In Österreich gibt es verschiedene Kategorien von Steuerpflichtigen:

1. **Veranlagte Steuerpflichtige**: Diese sind Personen, die im Sinne des § 23a Urheberrechtsgesetzes (Urg) als Veranlagte"
TAX-INTL-075,Steht der Verlustabzug beschränkt Steuerpflichtigen nur für bestimmte inländische Verluste zu?,"Ja, der Verlustabzug beschränkt Steuerpflichtigen kann nur für bestimmte inländische Verluste zu. Dies gilt insbesondere für:

1. **Verluste im Sinne des § 23a EStG (Einkommenssteuergesetz)**: Diese sind die Verluste eines Personennachbarhöchstvermögens.

2. **Verluste im Sinne des § 24a EStG**: Diese sind die Verluste von Eigentum oder Vermögen, das durch den Kauf oder Erwerb erworben wurde.

3. **Verluste im Sinne des § 25a ESt"
TAX-INTL-076,Ist die Progressionsermäßigung für die Verwertung von Patentrechten bei beschränkter Steuerpflicht ausgeschlossen?,"Ja, die Progressionsermäßigung für die Verwertung von Patentrechten bei beschränkter Steuerpflicht ist in der Regel nicht ausgeschlossen. Dies gilt insbesondere für den Fall, dass eine Person oder eine Organisation die Patente veräußert oder verkauft.

Die Progressionsermäßigung ist ein rechtlicher Vorschlag, der vorgibt, dass die Steuern auf das Erwerb und Verbreiten von Paten nur dann erhöht werden sollten, wenn diese Patente zu einem gewissen Grad von Wertverlust führen. In diesem Sinne kann es sein, dass manche Unternehmen oder Personen möglicherweise weniger steuerpflichtig sind"
TAX-INTL-077,Kann ein aus dem Ausland nach Österreich zuziehender Spitzenforscher unter bestimmten Voraussetzungen eine Zuzugsbegünstigung beantragen?,"Ja, es ist möglich, dass ein aus dem Ausland nach Österreich zuziehender Spitzenforscher eine Zuzugsbegünstigung beantragen kann, wenn er die Voraussetzungen erfüllt:

1. **Erwerb von Wissenschaftsqualifikationen**: Der Forscher muss einen akademischen Grad oder eine wissenschaftliche Qualifikation in einem Fachbereich haben, der für den Austausch von Forschungsmaterialien wichtig ist.

2. **Forschungsaktivitäten**: Er muss aktive Forschungsaktivitäten im Bereich der betreffenden Wissenschaft durchführen, die nicht nur theoretisch sondern auch praktisch relevant sind.

3."
TAX-INTL-078,Kann ein nach Österreich zuziehender Wissenschaftler zusätzlich einen befristeten Zuzugsfreibetrag von 30% erhalten?,"Ja, ein nach Österreich gezogener Wissenschaftler kann in der Regel einen befristeten Zuzugsfreibetrag von 30% erhalten. Dies gilt für die meisten europäischen Länder, einschließlich Österreichs.

Der befristete Zuzugsfreibetrag ist eine Art finanzieller Unterstützung, die den Wissenschaftlern ermöglicht, ihre Studien oder Forschungsarbeiten zu fortsetzen, ohne sich mit dem Kosten für das Zuzug in Österreich befassen zu müssen. Er wird normalerweise für bestimmte Zeitperioden (beispielsweise 1-5 Jahre) gültig.

Die Anforderungen zum Erlangen des befristeten Zuz"
TAX-INTL-079,Setzt die Zuzugsbegünstigung nach den Richtlinien neben einem Zuzug aus dem Ausland auch die Verlagerung des Mittelpunktes der Lebensinteressen nach Österreich voraus?,"Die Zuzugsbegünstigung in Österreich unter Berücksichtigung der Richtlinien, insbesondere der EU-Zustimmung zur ""Zukunftsgemeinschaft"", kann sowohl für Einwohner aus dem Ausland als auch für Personen, die sich im Rahmen einer Verlagerung des Mittelpunkts ihrer Lebensinteressen in Österreich niederlassen möchten, ansetzen.

In diesem Zusammenhang ist es wichtig zu beachten:

1. **Zuzug aus dem Ausland**: Diese Regelung gilt für alle Personen, die einen Zuzug in Österreich machen wollen, einschließlich von Ausländern.

2. **Verlagerung des Mittelpunkts der Lebensinteressen**:"
TAX-INTL-080,"Kann eine Person die Zuzugsbegünstigung erhalten, wenn sie erst vor weniger als fünf Jahren aus Österreich weggezogen ist und nun zurückkehrt?","Ja, es ist möglich, dass eine Person die Zuzugsbegünstigung für den Rückzug in Österreich erhielt, wenn sie nur vor weniger als fünf Jahren aus dem Land verlassen hat und nun wieder dort wohnt. Dies liegt daran, dass der Zeitraum von fünf Jahren nicht unbedingt an die Zeit bis zur Verabschiedung des Gesetzes gebunden sein muss.

Die Zuzugsbegünstigung gilt jedoch je nach Bundesland unterschiedlich. In vielen Fällen kann man die Begünstigung trotzdem erhalten, aber man könnte auch einen Antrag auf eine andere Art oder Weise stellen, um das Ziel zu erreichen. Es ist wichtig, sich mit einem Rechtsanwalt oder"
ESTG-NEW-001,"Herr Koller betreibt seit 2022 Ethereum-Staking über einen dezentralen Staking-Pool. Im Jänner 2026 werden ihm 1,8 ETH als Staking-Rewards gutgeschrieben, die jedoch aufgrund der Pool-Mechanik erst nach einer 21-tägigen Unbonding-Periode tatsächlich verfügbar sind. Der Marktpreis bei Gutschrift beträgt EUR 3.200 pro ETH, bei tatsächlicher Verfügbarkeit 14 Tage später EUR 3.450 pro ETH. Herr Koller verkauft die 1,8 ETH sofort nach Ende der Unbonding-Periode. Wann entsteht die Steuerpflicht für die Staking-Rewards, und wie hoch sind die Einkünfte aus dem Staking bzw. aus der späteren Veräußerung?","Die Steuerpflicht für die Staking-Rewards besteht nicht unbedingt von Anfang an, sondern nur dann, wenn sie tatsächlich verfügbar sind. In Ihrem Fall ist es möglich, dass die Steuerpflicht erst in den nächsten Tagen oder Wochen auftreten kann.

### Erklärungen:

1. **Unbonding-Periode**: Die 21-Tage-Unbonding-Periode beginnt am Ende des 21-jährigen Zeitraums, bei dem die Staking-Erträge verloren gehen. Sie dauert bis zum 21-jährigen Jahr, bevor die Staking-Erträge vollständig freigegeben werden.

2. **Gutschrift vs"
ESTG-NEW-002,"Frau Dietrich hält 500 Aktien der Muster AG (Anschaffungskosten EUR 40 pro Aktie). Die Hauptversammlung beschließt im Mai 2026 eine Kapitalerhöhung aus Gesellschaftsmitteln, bei der für je 5 Alte Aktien 1 neue Aktie ausgegeben wird. Frau Dietrich erhält somit 100 Gratisaktien. Ein Barausgleich findet nicht statt. Die neuen Aktien sind rechtlich gleichrangig mit den alten Aktien. Frau Dietrich verkauft im Oktober 2026 alle 600 Aktien zu EUR 38 pro Aktie. Löst die Ausgabe der Gratisaktien eine Steuerpflicht aus, und wie ist der Veräußerungsgewinn zu berechnen?","Ja, die Ausgabe der Gratisaktien kann eine Steuerpflicht erzeugen. Hier sind die Schritte zur Berechnung des Veräußerungsgewinns:

### 1. **Erste Schritte:**
   - **Aktienkurs:** Der aktuelle Kurs von 500 Aktien beträgt 38 €.
   - **Verkaufspreis:** Der Verkaufspreis für jede Aktie beträgt 38 €.

### 2. **Berechnung des Gewinns:**
   - **Gewinn pro Aktie:** 
     \[
     Gewinn = \text{Verkaufspreis} - \text{"
ESTG-NEW-003,"Herr Nemec besitzt 10 BTC in seiner persönlichen Wallet. Im März 2026 findet ein Hard Fork statt, der eine neue Kryptowährung ‚BTC-X' erzeugt. Herr Nemec erhält automatisch 10 BTC-X, ohne aktiv etwas zu tun. Er beachtet die neuen Token zunächst nicht und importiert den Private Key für BTC-X erst vier Monate später in eine Wallet, um sie am selben Tag zu einem Kurs von EUR 120 pro BTC-X zu verkaufen. Zwischen dem Fork-Datum und dem Import-Datum lag der Kurs bei EUR 80 (Fork-Datum) bis EUR 120 (Import-Datum). Wann ist der steuerlich relevante Zufluss, und wie hoch sind die Anschaffungskosten der BTC-X?","Der steuerlich relevante Zufluss für Herrn Nemec im Fall des Hard Forks betrifft wahrscheinlich keine Steuern, da Bitcoin-Transaktionen in Deutschland oft als ""Privatverkehr"" oder ""Private Transaktion"" geregelt werden. Dies bedeutet, dass die Transaktionen zwischen Privaten gemäß § 34a UrhG (UrhGen) nicht mit Steuern belastet werden.

Die Anschaffungskosten der BTC-X können variieren je nach verschiedenen Faktoren:

1. **Kurs**: Der Kurs war von EUR 80 bis EUR 120 pro BTC-X.
2. **Verkauferpreis**:"
ESTG-NEW-004,"Frau Pichler nutzt eine DeFi-Plattform, um ihre 50 ETH in einen Liquidity Pool einzuzahlen. Sie erhält dafür LP-Token (‚Pool-Token'), die ihren Anteil am Pool repräsentieren. Drei Monate später zieht sie ihre Liquidität ab und erhält 48 ETH und 2.500 USDC zurück (aufgrund von Impermanent Loss). Die LP-Token werden dabei vernichtet. Frau Pichler hatte die 50 ETH ursprünglich zu je EUR 2.800 erworben. Zum Zeitpunkt der Einzahlung in den Pool lag der Kurs bei EUR 3.000, zum Zeitpunkt der Entnahme bei EUR 3.100 pro ETH und EUR 1,02 pro USDC. Liegt ein steuerpflichtiger Tausch bei der Einzahlung und/oder bei der Entnahme vor?","Ja, es könnte ein steuerpflichtiger Tausch vorliegen.

### Einzelheiten:

#### Einzahlung:
1. **Kurs im Pool:**
   - Anfangs: EUR 3.000 pro ETH
   - Ende: EUR 3.100 pro ETH

2. **Verlust des LP-Tokens:**
   - Ihre 50 ETH wurden als LP-Token eingezahlt.
   - Der Wert dieses LP-Tokens ist nicht bekannt, aber es wurde vernichtet.

3. **Tauschkosten:**
   - Ihr Verlust beträgt 20% des Wertes ihrer 50 ETH.
   - Kosten für den Tausch"
ESTG-NEW-005,"Herr Winkler hält Kryptowährungen auf einer österreichischen Börse (Plattform A). Im Februar 2026 beschließt er, seine 5 BTC über eine sogenannte ‚Cross-Chain-Bridge' von der Bitcoin-Blockchain auf ein Ethereum-basiertes Wrapped-BTC-Protokoll (WBTC) zu transferieren. Die Bridge sperrt die 5 BTC und prägt 5 WBTC auf der Ethereum-Blockchain. Herr Winkler betrachtet dies als reinen technischen Transfer – vergleichbar einem Depot-Übertrag. Die WBTC werden auf seiner MetaMask-Wallet angezeigt. Drei Monate später tauscht er 5 WBTC in 80 ETH auf einer dezentralen Börse. Die ursprünglichen Anschaffungskosten seiner BTC betrugen EUR 25.000 pro BTC. Zum Zeitpunkt des Bridging lag BTC bei EUR 60.000, zum Zeitpunkt des Tauschs WBTC-ETH bei EUR 62.000 pro WBTC. Ist das Bridging von BTC zu WBTC ein steuerlich neutraler Transfer oder ein steuerpflichtiger Tausch?","Der Steuersatz für den Transferring von Bitcoin (BTC) auf eine andere Blockchain wie Ethereum (ETH) ist im Allgemeinen nicht steuerfrei. Hier sind einige wichtige Punkte:

1. **Steuerfreiheit**: Der Transferring von BTC auf eine andere Blockchain kann oft als ""steuerfrei"" angesehen werden, da es sich um einen technischen Transfer handelt.

2. **Transfers zwischen Blockchains**: In vielen Fällen können Transfers zwischen verschiedenen Blockchains als ""steuerfrei"" gelten, wenn sie keine Verwendung von Finanzdienstleistungen oder Transaktionen mit Banken enthalten.

3. **Finanztransaktionen**: Wenn Sie Ihre BTC auf"
ESTG-NEW-006,"Frau Berger erhält im April 2026 einen Airdrop von 10.000 Token des Projekts ‚AlphaDAO'. Bedingung für den Airdrop war, dass sie in der Vergangenheit das AlphaDAO-Protokoll genutzt hatte. Sie hat keinerlei Gegenleistung erbracht und keinen Token-Kauf getätigt. Der Token hat zum Zeitpunkt der Gutschrift auf ihrer Wallet einen Marktwert von EUR 2 pro Token. Frau Berger hält die Token sechs Monate und verkauft sie dann zu EUR 5 pro Token. Wie ist der Airdrop steuerlich einzuordnen, und wie berechnet sich der Veräußerungsgewinn?","Die Steuerregelungen bezüglich Airdrops sind oft sehr speziell und können stark variieren je nach Land und Regierungsbehörde. Hier sind einige grundlegende Aspekte, die bei der Berechnung des Veräußerungsgewinns berücksichtigt werden sollten:

### 1. **Airdropsteuer**
   - **Gesetzliche Regelungen**: In Deutschland gibt es keine spezielle Regelung zur Steuerung von Airdrops. Die Steuerentscheidung liegt in der Hand der jeweiligen Finanzbehörde.
   - **Voraussetzungen**: Einige Länder haben eine Steuer auf Airdrops, wenn"
ESTG-NEW-007,Herr Fuchs betreibt über seinen privaten Computer Staking für das Cardano-Netzwerk. Die Staking-Plattform bezeichnet die Erträge als ‚Interest Rewards'. In seiner Jahresabrechnung werden die Erträge auch als ‚Zinsen' ausgewiesen. Im Jahr 2026 erhält Herr Fuchs insgesamt 12.000 ADA als ‚Interest Rewards' gutgeschrieben. Der Marktwert zum jeweiligen Zuflusszeitpunkt beträgt insgesamt EUR 6.600. Herr Fuchs behandelt die Erträge als Zinsen aus Kapitalforderungen (§ 27 Abs. 2 Z 2 EStG) und beantragt im Rahmen der Veranlagung die Anrechnung der damit verbundenen DeFi-Transaktionskosten als Werbungskosten. Ist diese Einordnung korrekt?,"Ja, Ihre Einordnung ist korrekt. Hier sind einige wichtige Punkte zu berücksichtigen:

1. **Kapitalforderung**: Die Regelung des § 27 Abs. 2 Z 2 EStG besagt, dass Zinsen in den Bereichen Finanzierung, Investition und Kapitalforderung als Werbungskosten anerkannt werden.

2. **Cardano-Netzwerk**: Das Cardano-Netzwerk ist eine offene Plattform, bei der Zinsen in den Bereichen Finanzierung, Investition und Kapitalforderung erlaubt sind.

3. **DeFi-Transaktionen**: Die Transaktionen in"
ESTG-NEW-008,"Herr und Frau Maier betreiben seit 2024 gemeinsam Krypto-Staking. Sie haben ein gemeinsames Wallet, in dem 100 ETH gehalten werden. Die ETH wurden jeweils zur Hälfte von beiden angeschafft (Herr Maier: 50 ETH zu EUR 2.000/Stück, Frau Maier: 50 ETH zu EUR 3.500/Stück). Im Jahr 2026 werden 8 ETH als Staking-Rewards gutgeschrieben (Marktwert bei Zufluss: EUR 3.200/ETH). Kurz darauf verkauft Herr Maier 30 ETH aus dem gemeinsamen Wallet zu EUR 3.300/ETH. Die Eheleute haben keine schriftliche Vereinbarung über die interne Zuordnung der Rewards oder über die Reihenfolge der Veräußerung. Wem sind die Staking-Rewards zuzurechnen, und wie bestimmen sich die Anschaffungskosten der veräußerten 30 ETH?","In diesem Fall müssen wir uns zunächst auf die rechtlichen Grundlagen des Krypto- und Finanzmarktes konzentrieren.

### Staking-Rewards
Die Staking-Rewards für den Stakker werden normalerweise nicht direkt an den Staker weiterverteilbar. Stattdessen werden sie oft an den Händler oder den Broker verteilt, der die Staking-Aktion durchführt. In Ihrem Fall könnte es sich um einen Händler handeln, der die 8 ETH für Sie stakst und Ihnen dann die gewünschten Staking-Rewards berechnet.

### Kosten der Veräußerung
Wenn Herr Maier 30 ETH verkauft, wird er diese vom Marktpreis"
ESTG-NEW-009,"Frau Schneider ist österreichische Steuerresidentin und hält Aktien der deutschen X-AG. Im Juni 2026 beschließt die Hauptversammlung der X-AG, den Bilanzgewinn in Form einer Wahldividende auszuschütten: Aktionäre können zwischen einer Bardividende (EUR 4 pro Aktie) und einer Stockdividende (1 neue Aktie je 20 alte Aktien) wählen. Frau Schneider wählt die Stockdividende und erhält 50 neue Aktien (sie hält 1.000 Stück). Der Kurswert der X-AG-Aktie am Tag der Gutschrift beträgt EUR 82. Die deutschen Behörden behalten keine Kapitalertragsteuer auf die Stockdividende ein, da in Deutschland die Stockdividende bei einer Kapitalerhöhung aus Gesellschaftsmitteln nicht steuerbar ist. Ist die Stockdividende in Österreich steuerfrei?","Ja, die Stockdividende in Österreich kann in diesem Fall als steuerfrei angesehen werden.

Hier sind einige wichtige Punkte zu berücksichtigen:

1. **Gesetzliche Regelungen**: In Österreich gibt es keine spezielle Regelung, die die Steuerfreiheit von Stockdividen für Steuerresidenten erhebt. Allerdings gibt es auch keine Regelung, die sie ausschließen würde.

2. **Kapitalerhöhung**: Bei einem Verkauf oder Erwerb von Aktien wird eine Kapitalerhöhung gemäß dem § 37 des Wirtschaftsvergleichsbetriebsrechts (WVR) gemeld"
ESTG-NEW-010,"Herr Gruber hat im Dezember 2025 über eine österreichische Kryptobörse 20 SOL erworben (Anschaffungskosten EUR 180/SOL). Im Jänner 2026 delegiert er alle 20 SOL an einen Validator und beginnt Staking. Im März 2026 werden ihm 0,5 SOL als Staking-Rewards gutgeschrieben (Marktwert EUR 200/SOL). Im April 2026 beschließt Herr Gruber, das Staking zu beenden und die Delegation aufzuheben (‚Unstaking'). Während der Kühlperiode von 3 Epochen (~6 Tagen) kann er nicht über seine SOL verfügen. Nach Ende der Kühlperiode sind 20,5 SOL wieder in seiner Wallet. Er verkauft sofort 10 SOL zu EUR 210/SOL. Stellt das Unstaking einen steuerpflichtigen Vorgang dar?","Ja, der Unstaking ist in diesem Fall ein steuerpflichtiger Vorgang.

Hier sind einige wichtige Punkte zu berücksichtigen:

1. **Staking-Regelungen**: In Österreich gibt es keine speziellen Regelungen für Staking, aber es handelt sich um eine praktische Bestimmung, die in den Finanzrechtlichen Anweisungen des Bundesfinanzministeriums (BFM) festgelegt wurde.

2. **Kühlperiode**: Die Kühlperiode beträgt ~6 Tage und während dieser Zeit kann man nicht über die Staked SOL verfügen.

3. **Verluste während Kühlperiode**: Während der Kühlperiode"
ESTG-NEW-011,"Frau Lang ist unselbständig erwerbstätig und handelt privat gelegentlich mit Kryptowährungen. Im Jahr 2026 erzielt sie folgende Ergebnisse: (1) Gewinn aus dem Verkauf von ETH: EUR 8.000, (2) Verlust aus dem Verkauf von BTC: EUR 3.000, (3) Verlust aus dem Verfall eines Krypto-basierten Derivats (Perpetual Future auf SOL auf einer nicht-österreichischen Plattform): EUR 12.000, (4) Dividenden aus österreichischen Aktien (nach KESt): EUR 2.000 brutto. Frau Lang möchte den Gesamtverlust aus Krypto gegen die Dividenden verrechnen. Wie funktioniert der Verlustausgleich?","Um den Gesamtverlust aus Krypto zu berechnen, vergleichen wir die Gewinne und Verluste in Kryptowährungen mit den Dividendeneinnahmen aus österreichischen Aktien.

1. **Gewinn aus dem Verkauf von ETH**: EUR 8.000
2. **Verlust aus dem Verkauf von BTC**: EUR 3.000
3. **Verlust aus dem Verfall eines Krypto-basierten Derivats (Perpetual Future)**: EUR 12.000
4. **Dividenden aus österreichischen Aktien**: EUR 2.000 brutto

**Schritt "
ESTG-NEW-012,"Herr Pfeifer betreibt einen kleinen Onlineshop als Einzelunternehmer (Einkünfte aus Gewerbebetrieb, § 23 EStG). Im Jahr 2024 hat er im Rahmen seines Unternehmens 5 BTC angeschafft (zu je EUR 30.000), die er als Betriebsvermögen bilanziert, weil er sie ursprünglich als Zahlungsmittel für Lieferantenrechnungen nutzen wollte. Tatsächlich hat er die BTC nie zu Zahlungszwecken verwendet. Im März 2026 verkauft er alle 5 BTC zu EUR 65.000 pro Stück. Herr Pfeifer ist der Meinung, der Gewinn sei mit dem Sondersteuersatz von 27,5 % begünstigt, da es sich um Kryptowährungen handle und § 27b EStG anzuwenden sei. Hat er Recht?","Nein, Herr Pfeifer hat nicht recht.

1. **Kryptowährungen sind nicht in den Gewerbesatz eingetragen:**
   - Die Kryptowährungen (BTC) sind nicht in den Gewerbesatz des Bundesgesetzes über Steuern (BGB) oder des Gesetz zur Finanzdienstleistungsaufsicht (FinGes) eingetragen.
   - Daher können sie nicht unter dem Gewerbesatz behandelt werden.

2. **Sondersteuer auf Kryptowährungen:**
   - Es gibt keine Sondersteuer auf Kryptowährungen wie Bitcoin.
   - Der Gewerbesteuerabschluss gilt für"
ESTG-NEW-013,"Frau Eder hält 100 Token des Projekts ‚SynthX' auf einer DeFi-Plattform. Im Februar 2026 führt das Projekt eine ‚Token-Migration' durch: Alle SynthX-Token werden im Verhältnis 1:1 gegen neue ‚SynthX-v2'-Token getauscht. Die Migration erfolgt automatisch durch einen Smart Contract; Frau Eder muss lediglich eine Transaktion bestätigen. Die wirtschaftliche Funktion und die Governance-Rechte bleiben identisch, lediglich der Smart-Contract-Code wird aktualisiert. Der Marktwert beträgt zum Migrationszeitpunkt EUR 50 pro Token. Die ursprünglichen Anschaffungskosten von Frau Eders SynthX-Token betrugen EUR 10 pro Token. Liegt ein steuerpflichtiger Tausch vor?","Ja, es könnte ein steuerpflichtiger Tausch vorliegen.

Hier sind einige Punkte zu berücksichtigen:

1. **Währungswechsel**: Die Währungswerte ändern sich bei der Migration. Wenn Frau Eder ihre Tokens in den neuen v2-Tokens umwandelt, müssen sie mit dem aktuellen Wert (EUR 50 pro Token) rechnen, nicht mit dem ursprünglichen Wert (EUR 10 pro Token).

2. **Steuerregeln für Währungswechsel**: In Deutschland gibt es spezielle Steuerregeln für Währungswechsel. Es ist wichtig, dass diese Regeln beachtet werden, um sicherz"
ESTG-NEW-014,"Herr Steiner ist österreichischer Steuerresident und betreibt Ethereum-Staking. Er verwendet dafür einen sogenannten ‚Liquid Staking'-Dienst: Er hinterlegt 32 ETH und erhält dafür 32 ‚stETH'-Token, die den Wert der gestakten ETH plus laufende Rewards abbilden. Die stETH sind frei handelbar. Durch den Rebase-Mechanismus steigt die Anzahl der stETH in seiner Wallet automatisch – im Jahr 2026 von 32 auf 33,6 stETH, ohne dass eine separate Gutschrift erfolgt. Herr Steiner verkauft im Dezember 2026 alle 33,6 stETH gegen ETH. Wie sind die Einkünfte aus dem Rebase und aus dem Verkauf steuerlich zu behandeln?","In Österreich gibt es verschiedene Steuern für Finanztransaktionen, insbesondere bei der Liquid Staking-Technologie wie Ethereum-Staking. Hier sind einige wichtige Punkte:

1. **Rebase-Einnahmen**: Der Rebase-Mechanismus führt zu einer automatischen Anpassung des stETH-Zahlstands. Wenn der Wert der ETH ansteigt, wird der stETH-Zahlstand ebenfalls angepasst. Diese zusätzlichen Einnahmen müssen möglicherweise als Steuersatz (Satzsatz) oder als Steuerertragsbeleidigung (Steuereinlagensatz) gemäß § 45 Abs. 1 Satz "
ESTG-NEW-015,"Frau Hofer hat im August 2025 über eine ausländische Plattform 10.000 USDT (Tether, ein Stablecoin) zu je EUR 0,92 erworben. Im Februar 2026 tauscht sie 5.000 USDT direkt gegen 5.000 USDC (USD Coin) auf einer dezentralen Börse, als der Marktwert beider Stablecoins jeweils EUR 0,95 beträgt. Im Mai 2026 tauscht sie die restlichen 5.000 USDT gegen EUR auf einer österreichischen Börse zu EUR 0,97 pro USDT. Frau Hofer ist der Ansicht, dass Stablecoin-zu-Stablecoin-Tausche nicht steuerbar sind, da kein ‚echter' Kursgewinn vorliegt und beide Token denselben Basiswert (USD) abbilden. Ist diese Ansicht korrekt?","Ja, Ihre Ansicht ist korrekt. In diesem Fall kann es keine Steuer für den Tausch von Stablecoins geben, da das Tauschen zwischen zwei Stablecoins mit gleichen Basiskosten (in diesem Fall USD) ohne Gewinn oder Verlust endet.

Hier ist die rationale Erklärung:

1. **Stablecoins haben einen gemeinsamen Basiskostensatz**: In Ihrem Beispiel werden Sie 5.000 USDT in 5.000 USDC umgewandelt. Da beide Stablecoins den gleichen Basiskostensatz (USD) haben, können Sie sich damit sicher sein, dass Ihr Wert keinerlei Gewinn oder Verlust zeigt.

2. **G"
